# MestreNova Text Export
# Source: easy ethanol
X(ppm);Intensity
1,583662;0,00009986
1,581753;0,00010108
1,579844;0,00010234
1,577935;0,00010366
1,576026;0,00010503
1,574117;0,00010645
1,572208;0,00010793
1,570299;0,00010947
1,568390;0,00011107
1,566481;0,00011273
1,564572;0,00011445
1,562663;0,00011625
1,560753;0,00011811
1,558844;0,00012005
1,556935;0,00012206
1,555026;0,00012415
1,553117;0,00012632
1,551208;0,00012858
1,549299;0,00013093
1,547390;0,00013337
1,545481;0,00013591
1,543572;0,00013855
1,541663;0,00014130
1,539754;0,00014417
1,537845;0,00014715
1,535936;0,00015025
1,534027;0,00015348
1,532118;0,00015685
1,530209;0,00016036
1,528300;0,00016402
1,526391;0,00016784
1,524482;0,00017183
1,522573;0,00017599
1,520664;0,00018034
1,518755;0,00018488
1,516846;0,00018963
1,514937;0,00019460
1,513028;0,00019980
1,511118;0,00020525
1,509209;0,00021096
1,507300;0,00021695
1,505391;0,00022323
1,503482;0,00022983
1,501573;0,00023676
1,499664;0,00024405
1,497755;0,00025172
1,495846;0,00025979
1,493937;0,00026830
1,492028;0,00027728
1,490119;0,00028676
1,488210;0,00029677
1,486301;0,00030736
1,484392;0,00031858
1,482483;0,00033047
1,480574;0,00034308
1,478665;0,00035648
1,476756;0,00037073
1,474847;0,00038591
1,472938;0,00040209
1,471029;0,00041937
1,469120;0,00043784
1,467211;0,00045762
1,465302;0,00047884
1,463393;0,00050163
1,461484;0,00052615
1,459574;0,00055259
1,457665;0,00058116
1,455756;0,00061207
1,453847;0,00064560
1,451938;0,00068206
1,450029;0,00072179
1,448120;0,00076520
1,446211;0,00081276
1,444302;0,00086502
1,442393;0,00092261
1,440484;0,00098631
1,438575;0,00105700
1,436666;0,00113575
1,434757;0,00122386
1,432848;0,00132287
1,430939;0,00143468
1,429030;0,00156163
1,427121;0,00170661
1,425212;0,00187325
1,423303;0,00206616
1,421394;0,00229128
1,419485;0,00255632
1,417576;0,00287155
1,415667;0,00325080
1,413758;0,00371320
1,411849;0,00428575
1,409939;0,00500782
1,408030;0,00593880
1,406121;0,00717217
1,404212;0,00886310
1,402303;0,01128725
1,400394;0,01498001
1,398485;0,02111623
1,396576;0,03276887
1,394667;0,06044633
1,392758;0,15873254
1,390849;0,52178550
1,388940;0,21681317
1,387031;0,17841528
1,385122;0,46258018
1,383213;0,88421417
1,381304;0,25195429
1,379395;0,16687847
1,377486;0,38263210
1,375577;0,30907940
1,373668;0,09113774
1,371759;0,04293755
1,369850;0,02578118
1,367941;0,01755649
1,366032;0,01288376
1,364123;0,00993159
1,362214;0,00792757
1,360304;0,00649515
1,358395;0,00543074
1,356486;0,00461543
1,354577;0,00397553
1,352668;0,00346313
1,350759;0,00304588
1,348850;0,00270121
1,346941;0,00241295
1,345032;0,00216928
1,343123;0,00196132
1,341214;0,00178235
1,339305;0,00162715
1,337396;0,00149166
1,335487;0,00137263
1,333578;0,00126748
1,331669;0,00117412
1,329760;0,00109084
1,327851;0,00101621
1,325942;0,00094908
1,324033;0,00088847
1,322124;0,00083355
1,320215;0,00078363
1,318306;0,00073812
1,316397;0,00069651
1,314488;0,00065836
1,312579;0,00062329
1,310669;0,00059099
1,308760;0,00056117
1,306851;0,00053357
1,304942;0,00050799
1,303033;0,00048423
1,301124;0,00046212
1,299215;0,00044150
1,297306;0,00042226
1,295397;0,00040426
1,293488;0,00038741
1,291579;0,00037160
1,289670;0,00035675
1,287761;0,00034279
1,285852;0,00032965
1,283943;0,00031725
1,282034;0,00030556
1,280125;0,00029451
1,278216;0,00028405
1,276307;0,00027416
1,274398;0,00026478
1,272489;0,00025588
1,270580;0,00024743
1,268671;0,00023940
1,266762;0,00023176
1,264853;0,00022448
1,262944;0,00021755
1,261034;0,00021094
1,259125;0,00020464
1,257216;0,00019862
1,255307;0,00019286
1,253398;0,00018736
1,251489;0,00018209
1,249580;0,00017705
1,247671;0,00017221
1,245762;0,00016758
1,243853;0,00016314
1,241944;0,00015887
1,240035;0,00015477
1,238126;0,00015083
1,236217;0,00014705
1,234308;0,00014341
1,232399;0,00013990
1,230490;0,00013653
1,228581;0,00013327
1,226672;0,00013014
1,224763;0,00012712
1,222854;0,00012420
1,220945;0,00012139
1,219036;0,00011867
1,217127;0,00011605
1,215218;0,00011351
1,213309;0,00011106
1,211399;0,00010869
1,209490;0,00010639
1,207581;0,00010417
1,205672;0,00010202
1,203763;0,00009994
1,201854;0,00009792
1,199945;0,00009597
1,198036;0,00009407
1,196127;0,00009223
1,194218;0,00009045
1,192309;0,00008872
1,190400;0,00008704
1,188491;0,00008541
1,186582;0,00008382
1,184673;0,00008228
1,182764;0,00008079
1,180855;0,00007933
1,178946;0,00007792
1,177037;0,00007654
1,175128;0,00007520
1,173219;0,00007390
1,171310;0,00007263
1,169401;0,00007140
1,167492;0,00007020
1,165583;0,00006903
1,163674;0,00006788
1,161764;0,00006677
1,159855;0,00006569
1,157946;0,00006463
1,156037;0,00006360
1,154128;0,00006259
1,152219;0,00006161
1,150310;0,00006065
1,148401;0,00005972
1,146492;0,00005881
1,144583;0,00005792
1,142674;0,00005705
1,140765;0,00005619
1,138856;0,00005536
1,136947;0,00005455
1,135038;0,00005376
1,133129;0,00005298
1,131220;0,00005223
1,129311;0,00005148
1,127402;0,00005076
1,125493;0,00005005
1,123584;0,00004935
1,121675;0,00004868
1,119766;0,00004801
1,117857;0,00004736
1,115948;0,00004672
1,114039;0,00004610
1,112129;0,00004549
1,110220;0,00004489
1,108311;0,00004430
1,106402;0,00004373
1,104493;0,00004317
1,102584;0,00004261
1,100675;0,00004207
1,098766;0,00004154
1,096857;0,00004102
1,094948;0,00004051
1,093039;0,00004001
1,091130;0,00003952
1,089221;0,00003904
1,087312;0,00003857
1,085403;0,00003811
1,083494;0,00003765
1,081585;0,00003721
1,079676;0,00003677
1,077767;0,00003634
1,075858;0,00003592
1,073949;0,00003550
1,072040;0,00003509
1,070131;0,00003469
1,068222;0,00003430
1,066313;0,00003392
1,064404;0,00003354
1,062494;0,00003316
1,060585;0,00003280
1,058676;0,00003244
1,056767;0,00003208
1,054858;0,00003174
1,052949;0,00003139
1,051040;0,00003106
1,049131;0,00003073
1,047222;0,00003040
1,045313;0,00003008
1,043404;0,00002977
1,041495;0,00002946
1,039586;0,00002915
1,037677;0,00002885
1,035768;0,00002856
1,033859;0,00002827
1,031950;0,00002798
1,030041;0,00002770
1,028132;0,00002743
1,026223;0,00002715
1,024314;0,00002689
1,022405;0,00002662
1,020496;0,00002636
1,018587;0,00002611
1,016678;0,00002585
1,014769;0,00002561
1,012859;0,00002536
1,010950;0,00002512
1,009041;0,00002488
1,007132;0,00002465
1,005223;0,00002442
1,003314;0,00002419
1,001405;0,00002397
0,999496;0,00002375
0,997587;0,00002353
0,995678;0,00002332
0,993769;0,00002310
0,991860;0,00002290
0,989951;0,00002269
0,988042;0,00002249
0,986133;0,00002229
0,984224;0,00002209
0,982315;0,00002190
0,980406;0,00002171
0,978497;0,00002152
0,976588;0,00002133
0,974679;0,00002115
0,972770;0,00002097
0,970861;0,00002079
0,968952;0,00002061
0,967043;0,00002044
0,965134;0,00002026
0,963224;0,00002009
0,961315;0,00001993
0,959406;0,00001976
0,957497;0,00001960
0,955588;0,00001944
0,953679;0,00001928
0,951770;0,00001912
0,949861;0,00001897
0,947952;0,00001881
0,946043;0,00001866
0,944134;0,00001851
0,942225;0,00001837
0,940316;0,00001822
0,938407;0,00001808
0,936498;0,00001794
0,934589;0,00001780
0,932680;0,00001766
0,930771;0,00001752
0,928862;0,00001738
0,926953;0,00001725
0,925044;0,00001712
0,923135;0,00001699
0,921226;0,00001686
0,919317;0,00001673
0,917408;0,00001661
0,915499;0,00001648
0,913589;0,00001636
0,911680;0,00001624
0,909771;0,00001612
0,907862;0,00001600
0,905953;0,00001588
0,904044;0,00001577
0,902135;0,00001565
0,900226;0,00001554
0,898317;0,00001543
0,896408;0,00001532
0,894499;0,00001521
0,892590;0,00001510
0,890681;0,00001499
0,888772;0,00001489
0,886863;0,00001478
0,884954;0,00001468
0,883045;0,00001458
0,881136;0,00001447
0,879227;0,00001437
0,877318;0,00001428
0,875409;0,00001418
0,873500;0,00001408
0,871591;0,00001398
0,869682;0,00001389
0,867773;0,00001380
0,865864;0,00001370
0,863954;0,00001361
0,862045;0,00001352
0,860136;0,00001343
0,858227;0,00001334
0,856318;0,00001325
0,854409;0,00001316
0,852500;0,00001308
0,850591;0,00001299
0,848682;0,00001291
0,846773;0,00001282
0,844864;0,00001274
0,842955;0,00001266
0,841046;0,00001258
0,839137;0,00001250
0,837228;0,00001242
0,835319;0,00001234
0,833410;0,00001226
0,831501;0,00001218
0,829592;0,00001211
0,827683;0,00001203
0,825774;0,00001196
0,823865;0,00001188
0,821956;0,00001181
0,820047;0,00001174
0,818138;0,00001166
0,816229;0,00001159
0,814319;0,00001152
0,812410;0,00001145
0,810501;0,00001138
0,808592;0,00001131
0,806683;0,00001125
0,804774;0,00001118
0,802865;0,00001111
0,800956;0,00001104
0,799047;0,00001098
0,797138;0,00001091
0,795229;0,00001085
0,793320;0,00001079
0,791411;0,00001072
0,789502;0,00001066
0,787593;0,00001060
0,785684;0,00001054
0,783775;0,00001048
0,781866;0,00001042
0,779957;0,00001036
0,778048;0,00001030
0,776139;0,00001024
0,774230;0,00001018
0,772321;0,00001012
0,770412;0,00001006
0,768503;0,00001001
0,766594;0,00000995
0,764684;0,00000990
0,762775;0,00000984
0,760866;0,00000979
0,758957;0,00000973
0,757048;0,00000968
0,755139;0,00000962
0,753230;0,00000957
0,751321;0,00000952
0,749412;0,00000947
0,747503;0,00000942
0,745594;0,00000936
0,743685;0,00000931
0,741776;0,00000926
0,739867;0,00000921
0,737958;0,00000916
0,736049;0,00000911
0,734140;0,00000907
0,732231;0,00000902
0,730322;0,00000897
0,728413;0,00000892
0,726504;0,00000888
0,724595;0,00000883
0,722686;0,00000878
0,720777;0,00000874
0,718868;0,00000869
0,716959;0,00000865
0,715049;0,00000860
0,713140;0,00000856
0,711231;0,00000851
0,709322;0,00000847
0,707413;0,00000843
0,705504;0,00000838
0,703595;0,00000834
0,701686;0,00000830
0,699777;0,00000826
0,697868;0,00000822
0,695959;0,00000817
0,694050;0,00000813
0,692141;0,00000809
0,690232;0,00000805
0,688323;0,00000801
0,686414;0,00000797
0,684505;0,00000793
0,682596;0,00000789
0,680687;0,00000785
0,678778;0,00000782
0,676869;0,00000778
0,674960;0,00000774
0,673051;0,00000770
0,671142;0,00000767
0,669233;0,00000763
0,667324;0,00000759
0,665414;0,00000755
0,663505;0,00000752
0,661596;0,00000748
0,659687;0,00000745
0,657778;0,00000741
0,655869;0,00000738
0,653960;0,00000734
0,652051;0,00000731
0,650142;0,00000727
0,648233;0,00000724
0,646324;0,00000720
0,644415;0,00000717
0,642506;0,00000714
0,640597;0,00000710
0,638688;0,00000707
0,636779;0,00000704
0,634870;0,00000701
0,632961;0,00000697
0,631052;0,00000694
0,629143;0,00000691
0,627234;0,00000688
0,625325;0,00000685
0,623416;0,00000682
0,621507;0,00000679
0,619598;0,00000676
0,617689;0,00000672
0,615780;0,00000669
0,613870;0,00000666
0,611961;0,00000663
0,610052;0,00000661
0,608143;0,00000658
0,606234;0,00000655
0,604325;0,00000652
0,602416;0,00000649
0,600507;0,00000646
0,598598;0,00000643
0,596689;0,00000640
0,594780;0,00000638
0,592871;0,00000635
0,590962;0,00000632
0,589053;0,00000629
0,587144;0,00000627
0,585235;0,00000624
0,583326;0,00000621
0,581417;0,00000619
0,579508;0,00000616
0,577599;0,00000613
0,575690;0,00000611
0,573781;0,00000608
0,571872;0,00000605
0,569963;0,00000603
0,568054;0,00000600
0,566145;0,00000598
0,564235;0,00000595
0,562326;0,00000593
0,560417;0,00000590
0,558508;0,00000588
0,556599;0,00000585
0,554690;0,00000583
0,552781;0,00000581
0,550872;0,00000578
0,548963;0,00000576
0,547054;0,00000573
0,545145;0,00000571
0,543236;0,00000569
0,541327;0,00000566
0,539418;0,00000564
0,537509;0,00000562
0,535600;0,00000559
0,533691;0,00000557
0,531782;0,00000555
0,529873;0,00000553
0,527964;0,00000550
0,526055;0,00000548
0,524146;0,00000546
0,522237;0,00000544
0,520328;0,00000542
0,518419;0,00000540
0,516510;0,00000537
0,514600;0,00000535
0,512691;0,00000533
0,510782;0,00000531
0,508873;0,00000529
0,506964;0,00000527
0,505055;0,00000525
0,503146;0,00000523
0,501237;0,00000521
0,499328;0,00000519
0,497419;0,00000517
0,495510;0,00000515
0,493601;0,00000513
0,491692;0,00000511
0,489783;0,00000509
0,487874;0,00000507
0,485965;0,00000505
0,484056;0,00000503
0,482147;0,00000501
0,480238;0,00000499
0,478329;0,00000497
0,476420;0,00000495
0,474511;0,00000493
0,472602;0,00000492
0,470693;0,00000490
0,468784;0,00000488
0,466875;0,00000486
0,464965;0,00000484
0,463056;0,00000482
0,461147;0,00000481
0,459238;0,00000479
0,457329;0,00000477
0,455420;0,00000475
0,453511;0,00000474
0,451602;0,00000472
0,449693;0,00000470
0,447784;0,00000468
0,445875;0,00000467
0,443966;0,00000465
0,442057;0,00000463
0,440148;0,00000461
0,438239;0,00000460
0,436330;0,00000458
0,434421;0,00000456
0,432512;0,00000455
0,430603;0,00000453
0,428694;0,00000452
0,426785;0,00000450
0,424876;0,00000448
0,422967;0,00000447
0,421058;0,00000445
0,419149;0,00000443
0,417240;0,00000442
0,415330;0,00000440
0,413421;0,00000439
0,411512;0,00000437
0,409603;0,00000436
0,407694;0,00000434
0,405785;0,00000433
0,403876;0,00000431
0,401967;0,00000430
0,400058;0,00000428
0,398149;0,00000427
0,396240;0,00000425
0,394331;0,00000424
0,392422;0,00000422
0,390513;0,00000421
0,388604;0,00000419
0,386695;0,00000418
0,384786;0,00000416
0,382877;0,00000415
0,380968;0,00000413
0,379059;0,00000412
0,377150;0,00000411
0,375241;0,00000409
0,373332;0,00000408
0,371423;0,00000406
0,369514;0,00000405
0,367605;0,00000404
0,365695;0,00000402
0,363786;0,00000401
0,361877;0,00000400
0,359968;0,00000398
0,358059;0,00000397
0,356150;0,00000396
0,354241;0,00000394
0,352332;0,00000393
0,350423;0,00000392
0,348514;0,00000390
0,346605;0,00000389
0,344696;0,00000388
0,342787;0,00000387
0,340878;0,00000385
0,338969;0,00000384
0,337060;0,00000383
0,335151;0,00000381
0,333242;0,00000380
0,331333;0,00000379
0,329424;0,00000378
0,327515;0,00000377
0,325606;0,00000375
0,323697;0,00000374
0,321788;0,00000373
0,319879;0,00000372
0,317970;0,00000370
0,316060;0,00000369
0,314151;0,00000368
0,312242;0,00000367
0,310333;0,00000366
0,308424;0,00000365
0,306515;0,00000363
0,304606;0,00000362
0,302697;0,00000361
0,300788;0,00000360
0,298879;0,00000359
0,296970;0,00000358
0,295061;0,00000356
0,293152;0,00000355
0,291243;0,00000354
0,289334;0,00000353
0,287425;0,00000352
0,285516;0,00000351
0,283607;0,00000350
0,281698;0,00000349
0,279789;0,00000348
0,277880;0,00000347
0,275971;0,00000345
0,274062;0,00000344
0,272153;0,00000343
0,270244;0,00000342
0,268335;0,00000341
0,266425;0,00000340
0,264516;0,00000339
0,262607;0,00000338
0,260698;0,00000337
0,258789;0,00000336
0,256880;0,00000335
0,254971;0,00000334
0,253062;0,00000333
0,251153;0,00000332
0,249244;0,00000331
0,247335;0,00000330
0,245426;0,00000329
0,243517;0,00000328
0,241608;0,00000327
0,239699;0,00000326
0,237790;0,00000325
0,235881;0,00000324
0,233972;0,00000323
0,232063;0,00000322
0,230154;0,00000321
0,228245;0,00000320
0,226336;0,00000319
0,224427;0,00000318
0,222518;0,00000317
0,220609;0,00000316
0,218700;0,00000315
0,216790;0,00000314
0,214881;0,00000314
0,212972;0,00000313
0,211063;0,00000312
0,209154;0,00000311
0,207245;0,00000310
0,205336;0,00000309
0,203427;0,00000308
0,201518;0,00000307
0,199609;0,00000306
0,197700;0,00000305
0,195791;0,00000305
0,193882;0,00000304
0,191973;0,00000303
0,190064;0,00000302
0,188155;0,00000301
0,186246;0,00000300
0,184337;0,00000299
